06:23:06.992 [Party] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) joinded the party "Duskarians" (id=9 ownerUID=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ= ownerName=Alaric)
06:30:52.636 [VehicleCarKey] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ= pos=<7926.330078, 54.162498, 8152.110352>) used the  ExpansionCarKey to unlock Truck_01_Covered_Yellow (id=B84C7B8D7947A670B4E53FB881365B2D pos=<7928.378418, 54.141567, 8150.007813>)
06:31:56.876 [VehicleCarKey] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ= pos=<7926.330078, 54.162498, 8152.110352>) used the  ExpansionCarKey to lock Truck_01_Covered_Yellow (id=B84C7B8D7947A670B4E53FB881365B2D pos=<7928.378418, 54.141567, 8150.007813>)
06:44:05.792 [VehicleCarKey] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ= pos=<7928.018555, 54.162498, 8152.045898>) used the  ExpansionCarKey to unlock Truck_01_Covered_Yellow (id=B84C7B8D7947A670B4E53FB881365B2D pos=<7928.378418, 54.141567, 8150.007813>)
06:44:14.250 [VehicleEnter] Player Alaric [uid=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=] entered vehicle M3S Covered (id=B84C7B8D7947A670B4E53FB881365B2D pos=<7928.378418, 54.141571, 8150.007813>) as driver
06:58:01.462 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
06:58:01.525 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
06:58:16.048 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
06:58:16.119 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
06:58:22.818 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
06:58:22.931 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
06:58:40.246 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to purchase nail x48 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
06:58:40.335 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has bought nail x48 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 144.
06:58:47.757 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to purchase woodenplank x24 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
06:58:47.867 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has bought woodenplank x24 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 1200.
06:59:42.136 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
06:59:42.218 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
06:59:49.621 [VehicleCarKey] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ= pos=<5634.346191, 28.722494, 5385.174805>) used the  ExpansionCarKey to unlock Truck_01_Covered_Yellow (id=B84C7B8D7947A670B4E53FB881365B2D pos=<5633.378418, 28.701569, 5381.273926>)
07:00:13.589 [VehicleCarKey] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ= pos=<5634.346191, 28.722494, 5385.174805>) used the  ExpansionCarKey to lock Truck_01_Covered_Yellow (id=B84C7B8D7947A670B4E53FB881365B2D pos=<5633.378418, 28.701569, 5381.273926>)
07:00:22.328 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:00:22.443 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:00:22.802 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:00:22.884 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:00:33.121 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to purchase nail x38 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:00:33.214 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has bought nail x38 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 114.
07:00:41.173 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to purchase woodenplank x24 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:00:41.257 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has bought woodenplank x24 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 1200.
07:00:58.302 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to purchase nail x10 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:00:58.384 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has bought nail x10 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 30.
07:01:47.007 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:01:47.119 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:01:47.453 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:01:47.562 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:01:48.056 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:01:48.171 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:01:59.113 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to purchase nail x48 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:01:59.199 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has bought nail x48 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 144.
07:02:05.054 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to purchase woodenplank x24 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:02:05.134 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has bought woodenplank x24 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 1200.
07:02:59.328 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:02:59.417 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:02:59.744 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:02:59.828 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:03:00.291 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:03:00.367 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:03:10.376 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to purchase nail x48 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:03:10.472 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has bought nail x48 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 144.
07:03:16.058 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to purchase woodenplank x24 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:03:16.140 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has bought woodenplank x24 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 1200.
07:04:05.605 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:04:05.693 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:04:06.009 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:04:06.093 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:04:06.578 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:04:06.703 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:04:18.539 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to purchase nail x48 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:04:18.621 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has bought nail x48 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 144.
07:04:29.283 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to purchase woodenplank x24 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:04:29.398 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has bought woodenplank x24 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 1200.
07:05:21.714 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:05:21.820 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:05:22.259 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:05:22.390 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:05:22.853 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:05:22.943 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:05:53.078 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to purchase nail x48 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:05:53.152 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has bought nail x48 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 144.
07:06:25.255 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to purchase woodenplank x24 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:06:25.343 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has bought woodenplank x24 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 1200.
07:07:22.238 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:07:22.320 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:07:22.830 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:07:22.912 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:07:23.257 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:07:23.371 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:08:22.671 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to purchase nail x48 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:08:22.781 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has bought nail x48 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 144.
07:08:29.875 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to purchase woodenplank x24 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:08:29.941 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has bought woodenplank x24 from the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 1200.
07:09:18.164 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:09:18.246 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has sold woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1500.
07:09:18.726 [Market] Player "Alaric" (id=sZJ432ovDQIgWd8wMve4ae1CuexC2jM_6lmUd51b4VQ=) has send a requested to sell woodencrate x1 at the trader "BuildingSupplies (Indar [Building Trader])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
